processed-text,ensemble_sentiment_label
returned walked house fro went stretched upon child sneezed seven time child opened eye,neutral
called gehazi said call shunammite called come unto said take thy son,neutral
went fell foot bowed ground took son went,neutral
elisha came gilgal dearth land son prophet sitting said unto servant set great pot seethe pottage son prophet,neutral
one went field gather herb found wild vine gathered thereof wild gourd lap full came shred pot pottage knew,neutral
poured men eat came pas eating pottage cried said thou man god death pot could eat thereof,neutral
said bring meal cast pot said pour people may eat harm pot,negative
came man baalshalisha brought man god bread firstfruits twenty loaf barley full ear corn husk thereof said give unto people may eat,neutral
servitor said set hundred men said give people may eat thus saith lord shall eat shall leave thereof,neutral
set eat left thereof according word lord,neutral
naaman captain host king syria great man master honorable lord given deliverance unto syria also mighty man valor leper,positive
syrian gone company brought away captive land israel little maid waited naaman wife,negative
said unto mistress would god lord prophet samaria would recover leprosy,neutral
one went told lord saying thus thus said maid land israel,neutral
king syria said go go send letter unto king israel departed took ten talent silver six thousand piece gold ten change raiment,positive
brought letter king israel saying letter come unto thee behold therewith sent naaman servant thee thou mayest recover leprosy,neutral
came pas king israel read letter rent clothes said god kill make alive man doth send unto recover man leprosy wherefore consider pray see seeketh quarrel,positive
elisha man god heard king israel rent clothes sent king saying wherefore hast thou rent thy clothes let come shall know prophet israel,positive
naaman came horse chariot stood door house elisha,neutral
elisha sent messenger unto saying go wash jordan seven time thy flesh shall come thee thou shalt clean,positive
naaman wroth went away said behold thought surely come stand call name lord god strike hand place recover leper,positive
abana pharpar river damascus better water israel may wash clean turned went away rage,positive
servant came near spake unto said father prophet bid thee great thing wouldest thou done much rather saith thee wash clean,positive
went dipped seven time jordan according saying man god flesh came like unto flesh little child clean,positive
returned man god company came stood said behold know god earth israel therefore pray thee take blessing thy servant,positive
said lord liveth stand receive none urged take refused,positive
naaman said shall pray thee given thy servant two mule burden earth thy servant henceforth offer neither burnt offering sacrifice unto god unto lord,negative
thing lord pardon thy servant master goeth house rimmon worship leaneth hand bow house rimmon bow house rimmon lord pardon thy servant thing,positive
said unto go peace departed little way,positive
gehazi servant elisha man god said behold master hath spared naaman syrian receiving hand brought lord liveth run take somewhat,positive
gehazi followed naaman naaman saw running lighted chariot meet said well,positive
said well master hath sent saying behold even come mount ephraim two young men son prophet give pray thee talent silver two change garment,positive
naaman said content take two talent urged bound two talent silver two bag two change garment laid upon two servant bare,positive
came tower took hand bestowed house let men go departed,positive
went stood master elisha said unto whence comest thou gehazi said thy servant went whither,positive
said unto went mine heart thee man turned chariot meet thee time receive money receive garment oliveyards vineyard sheep ox manservant maidservant,positive
leprosy therefore naaman shall cleave unto thee unto thy seed ever went presence leper white snow,neutral
son prophet said unto elisha behold place dwell thee strait u,positive
let u go pray thee unto jordan take thence every man beam let u make u place may dwell answered go ye,positive
one said content pray thee go thy servant answered go,negative
went came jordan cut wood,negative
one felling beam axe head fell water cried said ala master borrowed,negative
man god said fell showed place cut stick cast thither iron swim,neutral
therefore said take thee put hand took,positive
king syria warred israel took counsel servant saying place shall camp,positive
man god sent unto king israel saying beware thou pas place thither syrian come,positive
king israel sent place man god told warned saved twice,positive
